fips,adult_pop,female_pop,male_pop,median_age,population,pct_poverty,median_income,pct_highschool,pct_unemployed
13069,32421,20977,22035,35.6,43012,23,38704,78.7,3.7
13071,33454,23050,22658,36,45708,25,34931,72.5,4.4
13073,109631,75392,72058,36.5,147450,7.2,74908,91.9,4.2
13075,12588,8900,8267,37.3,17167,25.1,35518,76.4,3
13077,105098,72020,68506,38.3,140526,9.9,71114,88.6,4.3
13079,9761,6130,6192,44.6,12322,19.3,44014,80.5,5.1
13081,17138,12006,10715,39.3,22721,30.3,34211,79.7,7.8
13083,13109,8279,7978,41.4,16257,15.6,36213,80.1,3.5
13085,18728,11808,11796,44.1,23604,10.2,61229,86.5,4.5
13087,20202,13830,12992,38.6,26822,29.9,36136,79.5,3.3
13089,564724,389564,350757,35.5,740321,17.5,56053,88.6,6.7
13091,16398,9858,10705,41.1,20563,25.2,35779,81.5,5.4
13093,11231,6288,7475,42.7,13763,28.5,40591,74.5,4.6
13095,67741,48430,41587,35.2,90017,30.5,35750,82.2,9.9
13097,104664,74473,67751,36.5,142224,12.9,59665,88.3,6.1
13099,7744,5491,4848,40.6,10339,31.4,26934,79.8,3.9
13101,2894,1958,2004,34.6,3962,23.2,35892,67,4.3
13103,43100,29428,29284,36.1,58712,10.3,63776,86.2,3.9
13105,14929,9942,9201,42.8,19143,22.3,37131,78.5,4.2
13107,16998,11468,11167,37.4,22635,27.4,32495,77.8,6
13109,7838,5495,5175,37.2,10670,24.4,34689,77.1,4.5
13111,20586,12776,12124,51.6,24900,14.1,41487,83,4.5
13113,85603,57490,54137,43.6,111627,6,83145,94.6,4
13115,73840,49820,46740,38.1,96560,15.8,46634,79.7,5.4
13117,158842,111223,109786,38.5,221009,5.7,101804,92.2,3.3
13119,17453,11370,10950,41.6,22320,21.4,41543,76.6,3.9
13121,791838,528208,495128,35.5,1023336,16,62824,91.3,6
13123,23783,14883,14850,46.6,29733,15.2,46332,80.3,4.2
13125,2313,1520,1486,42,3006,18.5,41412,78.6,4
13127,65279,44515,39987,41.2,84502,19.1,48691,87.6,4.8
13129,42685,28692,28212,37.9,56904,16.1,45705,75.4,4.6
13131,18561,12777,12031,39.4,24808,21,40234,77.1,4.9
13133,13788,8756,8247,49.9,17003,18.2,47194,82.3,3.2
13135,657829,463555,443580,35.2,907135,11.3,67197,87.5,4.7
13137,34231,23246,2.10E+04,39.7,44246,15.6,46828,78.3,3.7
13139,145551,98846,97791,36.6,196637,13.7,55308,77.3,3.6
13141,7231,3894,4746,45.2,8640,33.5,30616,72.9,3.4
13143,22094,14924,14118,40,29042,18.5,43196,78.3,5.8
13145,26315,16844,16808,43.9,33652,8.7,70724,89.8,5
13147,20122,12900,12653,44.3,25553,17.3,41247,80.9,2.8
13149,8865,5777,5710,41.4,11487,19.7,41994,78.9,5.6
13151,163292,116207,105561,36.9,221768,9.6,67150,89.4,5.8
13153,112968,78216,73906,35.4,152122,14.9,61795,89.8,5.5
13155,7389,4565,4857,40.4,9422,23.6,35866,84.7,3.2
13157,48083,32687,31928,37.9,64615,12.7,55426,81.7,4.1
13159,10387,6973,6681,41.3,13654,16.9,48473,77.2,5.1
13161,10822,7567,7310,37.1,14877,23.9,35538,78.4,2.8
13163,12161,8194,7722,40.3,15916,25.2,33680,74.5,6.5
13165,6966,4133,4716,38.8,8849,34.2,30611,77.8,2.9
13167,7740,4132,5373,42.1,9505,29.4,32201,74.3,5
13169,21878,14776,13847,40.6,28623,12.3,54155,87.5,4.8
13171,14673,9586,8883,38.3,18469,18.2,44575,84,6.8
13173,7749,5127,5272,35.4,10399,22.8,35690,78.2,7.2
13175,35831,25030,22486,39.3,47516,25.6,39037,82.9,2.9
13177,21553,14621,14716,36.8,29337,11.2,62972,88.5,4.5
13179,44964,30451,32119,27.8,62570,15.3,44154,89.7,7.3
13181,6283,4014,3814,46.9,7828,19.1,41494,83.4,4.8
13183,13164,9250,9187,32.3,18437,18.6,44542,87.3,8.7
13185,87200,58666,55962,30.3,114628,22.1,41331,84.4,6.4
13187,25745,15825,15620,37.4,31445,16.2,47287,84.2,4
13189,15987,11446,10044,39.1,21490,22.8,39642,79.9,4.7
13191,11485,7096,6831,49,13927,20.6,40788,82.4,5.2
13193,10815,6075,7375,39.5,13450,32.1,31358,72.2,7.9
13195,22207,14615,14209,41.1,28824,14.9,47151,82.8,4.5
13197,6675,4277,4247,44.1,8524,23.4,38734,78.4,7.4
13199,16473,10955,10119,42.8,21074,21.2,34508,77.1,5.8
13201,4562,3086,2840,42.6,5926,23.1,42771,79,4.2
13205,17255,10783,11676,39,22459,29.9,33490,76.6,8.6
13207,21693,13739,13567,43.4,27306,12.2,55626,84.2,5
13209,7146,4395,4665,39.4,9060,22.7,39074,82,3
13211,14040,9398,8772,43.5,18170,13.1,55347,83.4,4.1
13213,29508,19846,19469,38.2,39315,18.1,43203,68.8,5.3
13215,149039,100882,96603,34.1,197485,21.5,40895,86.6,5.7
13217,78472,56263,50736,36.2,106999,17.5,51167,84.4,6.7
13219,26994,18737,18101,39.8,36838,6.8,88570,93.4,2.8
13221,11726,7567,7354,42.9,14921,15.4,45319,79.6,3.2
13223,113913,79833,75992,36.1,155825,8.6,65480,89.6,4.6
13225,20779,13874,12781,36.6,26655,21.4,44330,85.1,6
13227,24531,15606,15226,45.4,30832,11.3,57637,83.2,4
13229,14357,9659,9512,39,19171,17.3,42908,82,4.5
13231,13697,9126,8815,40.9,17941,11.7,56901,87.9,5.9
13233,31046,21184,20592,36.9,41776,18.6,42470,75.7,5
13235,9119,6362,4889,44,11251,25,36611,80.5,2.4
13237,17030,11040,10437,46.1,21477,18.4,44785,84.1,4.6
13239,1916,1203,1132,52,2335,27.1,30483,76.9,8.4
13241,13630,8413,8146,48.6,16559,17.1,41913,85.6,3.2
13243,5677,3865,3312,43.6,7177,30.5,31662,70.7,5
13245,154408,104039,97608,34,201647,25.6,41128,83.6,6.3
13247,66780,47099,42256,38.4,89355,14.7,56689,87.1,6.4
13249,3775,2652,2446,40.1,5098,18.5,43396,80.9,7.7
13251,11006,7139,6905,41.5,14044,27.6,36414,81.1,4.5
13253,6660,4410,4058,45,8468,23.4,34986,82.1,4
13255,49263,33447,31359,38.7,64806,22.4,43065,79.3,5.5
13257,19975,13403,12348,41.1,25751,20.8,37920,81.1,5.8
13259,4915,2141,3564,37,5705,39.2,24945,62.1,4.2
13261,23268,15957,14432,35.8,30389,28.9,35764,77.8,6.9
13263,5031,3261,2910,48.6,6171,23.5,36482,78.6,5
13265,1313,802,791,49.2,1593,28.8,30133,67.2,5.1
13267,19808,10676,14416,37.2,25092,29.8,35567,74.1,2
13269,6560,4284,3948,43.8,8232,24.7,31637,76.1,9.1
13271,13113,6625,9340,40.7,15965,30.8,32327,72.7,1.4
13273,6879,4704,4263,40.4,8967,31.1,34018,73.3,6.3
13275,34368,23790,21458,39.9,45248,21.1,40199,81.9,5.4
13277,30726,21049,19779,35.6,40828,22.1,39982,81.2,2.8
13279,19835,14316,12880,36.7,27196,23.4,36765,79.5,6.1
13281,9873,5965,5426,53.6,11391,15.1,42439,89.4,4
13283,5041,3283,3354,37.4,6637,27.1,32100,77.2,3.4
13285,52480,36300,33705,36.3,70005,20.3,42955,83.6,6.6
13287,6091,4095,3935,39.2,8030,30.4,31969,75.4,4.7
13289,6576,4146,4025,47.3,8171,23.5,38507,69.2,3.1
13291,19245,11798,11130,54.7,22928,15.4,47948,88.7,4
13293,20426,13782,12553,41.9,26335,19.8,34039,79.1,6.7
13295,52748,34399,33497,41.3,67896,18.6,40814,79.7,3.9
13297,67369,46327,43857,38.6,90184,12.8,55267,86.7,4.8
13299,27200,18009,17729,38.2,35738,25.5,34643,81.7,2.8
13301,4302,2855,2587,46,5442,28.2,36789,73.7,6.7
13303,15882,10119,10338,40.1,20457,26.9,35542,78.6,5.5
13305,22692,14592,15512,38.1,30104,22.2,42017,82.1,6.3
13307,2069,1311,1288,46.3,2599,20.8,36329,77.9,2.9
13309,6624,2797,5181,38.5,7978,39.1,29532,76.6,1.9
13311,22953,14704,14180,44.5,28884,14.3,44980,84.6,2.5
13313,76582,52620,51969,35.5,104589,16.1,46796,68.9,6.2
13315,7072,3556,5205,39.8,8761,31,33858,77.4,2.9
13317,7702,5089,4716,45.4,9805,22.9,33735,77.9,4.3
13319,7007,4726,4378,42.8,9104,20.9,47309,82.7,3.6
13321,15974,10776,9972,41.5,20748,21.1,40122,77.4,4.7
15001,155196,99659,98790,42.2,198449,15.4,54684,91.6,4.3
15003,780509,492145,500460,37.4,992605,8.5,80012,91.1,3.1
15005,88,47,41,61.3,88,,,90.5,0
15007,55931,36187,35842,41.6,72029,8.1,63164,91.9,3.3
15009,128817,82904,82482,40.8,165386,9.5,69699,91.8,4.1
16001,335619,221445,222583,36.7,444028,10.8,61571,94.6,3.5
16003,3238,1874,2026,54.6,3900,15,42310,89.7,5.6
16005,61969,42274,42103,33.7,84377,16.8,48453,91.9,4.4
16007,4353,2996,2949,39.5,5945,13.9,45875,93.6,1.9
16009,7047,4504,4588,46.7,9092,18,45285,86.5,5.6
16011,3.10E+04,22537,22664,33.6,45201,13.8,51586,85.9,4.2
16013,16794,10756,11035,42.6,21791,9.8,66210,90,2.6
16015,5905,3430,3694,52.9,7124,13.6,50123,93.8,4.3
16017,34098,21293,21243,48.3,42536,15.4,48097,90.3,2.9
16019,77369,56404,55828,32.8,112232,11.7,59293,91.1,3
16021,8959,5833,5848,44,11681,17,42725,89.4,1.8
16023,1874,1236,1265,43.3,2501,18.2,41706,90.4,3.3
16025,824,521,551,44.5,1072,9.9,49153,87.9,2.8
16027,149512,106757,104941,33.6,211698,15.1,48461,84.1,5.2
16029,4936,3397,3490,37.7,6887,11.3,55152,92.1,1.5
16031,15942,11535,11969,32.7,23504,14.2,48983,81.9,2.8
16033,626,408,452,35.9,860,16.4,42050,69.5,3.1
16035,7101,3818,4679,50.2,8497,15.8,43626,87.9,2.7
16037,3409,2009,2087,53,4096,15.7,45591,92.6,1.8
16039,19384,12410,13608,32,26018,13.9,45003,86.3,4.1
16041,8975,6564,6842,33.2,13406,9.3,54427,90,2.4
16043,9458,6219,6724,37.8,12943,16.5,46465,87.4,3
16045,13181,8600,8584,44.3,17184,17.9,42027,87.3,4.4
16047,11015,7395,7790,36.9,15185,13.8,46948,76.3,2.7
16049,12951,7687,8469,49.8,16156,16.2,42049,88.4,3.2
16051,18290,13769,14070,31.7,27839,10.4,61156,87.4,3.1
16053,15821,11347,11647,32.6,22994,16,48590,75,3.2
16055,118470,78179,76132,40.2,154311,14.5,52019,92.4,4.3
16057,31893,19100,20096,28.9,39196,17.6,43767,96,4.9
16059,6298,3796,3927,52.8,7723,17.7,39934,91.5,2.9
16061,2963,1927,1926,48.2,3853,16,41092,89.4,3.5
16063,3670,2566,2705,34.9,5271,12.8,47754,78.4,3.3
16065,28385,19369,19679,23.2,39048,24.1,41199,96.2,6.1
16067,14699,10219,10397,35.3,20616,15.8,48903,78,3.1
16069,31699,20402,19967,40.9,40369,14.9,50030,91.6,3.6
16071,3104,2162,2181,39.3,4343,13.1,46596,93.6,3.8
16073,8405,5606,5783,39.1,11389,17.3,35866,75,5
16075,16814,11567,11459,38.6,23026,15.9,46595,87.1,4.8
16077,5229,3795,3859,33.4,7654,15.7,45933,79.2,4
16079,9975,6196,6256,47.5,12452,18.9,39285,85.7,5.7
16081,8012,5245,5715,37.1,10960,9.7,60745,91.2,4.5
16083,60306,42281,41233,34.8,83514,14.5,49415,86.9,2.9
16085,8587,5092,5404,48.9,10496,9.6,58738,95.5,2.8
16087,7808,5088,5084,45.5,10172,15.1,41647,83.8,4.8
17001,51519,33999,32579,41.1,66578,12.8,51130,91.7,4.1
17003,4945,3356,3122,44.3,6478,29,33344,75,5.5
17005,13591,7974,8850,41.1,16824,13.6,53631,87.9,3.3
17007,39791,26789,26714,39.1,53503,9.6,62081,86.1,5.5
17009,5731,2380,4382,37.5,6762,16.7,51826,85.9,2.4
17011,26134,16984,16375,44,33359,11.5,53410,90.7,4.4
17013,3884,2458,2436,47,4894,12.2,50952,91.8,3.2
17015,11714,7279,7260,47.3,14539,12.6,50330,90.7,3.7
17017,9642,6272,6404,39.6,12676,13.7,47511,85.6,5.7
17019,169087,104294,104125,29.8,208419,18.9,51032,94.7,3.4
17021,26480,16361,16948,43.1,33309,12.7,49324,88,2.9
17023,12312,8067,7871,42.6,15938,12,49937,89.8,5.6
17025,10295,6725,6575,42.8,13300,16,43478,88.5,3.7
17027,29731,18189,19540,40.6,37729,9.3,61013,89.4,3.1
17029,42914,26979,25364,35.1,52343,19.3,42066,90.2,4.5
17031,4042155,2676948,2526551,36.5,5203499,15,60025,85.8,6.4
17033,15456,9280,10028,42,19308,14.4,46374,89,3.7
17035,8399,5412,5446,42.5,10858,12.4,49733,88.8,3.7
17037,81947,52657,51871,30.9,104528,15.8,59586,92.6,6.4
17039,12709,8179,8047,43.1,16226,10.6,54926,91.7,4.8
17041,14714,9892,9738,38.8,19630,9.8,55891,84,3.4
17043,715565,473314,456054,39.1,929368,7,84999,92.4,4.2
17045,13935,8991,8575,44.5,17566,13.6,47062,87.8,5.6
17047,5057,3315,3208,43.7,6523,11.1,48884,89,4.5
17049,26340,17256,17130,39.7,34386,10.9,51809,91.1,3.3
17051,17175,10179,11610,40.5,21789,15.2,46290,82.5,4.4
17053,10464,6932,6643,42.7,13575,11.2,51861,88.8,4.6
17055,30475,19813,19343,42.7,39156,21.5,40246,87.7,5.8
17057,28424,17104,18432,42.8,35536,14.7,49503,87.6,4.4
17059,4131,2688,2524,45.1,5212,20.5,39634,86.2,4.9
17061,10291,6469,6624,43.1,13093,15.1,44378,86.1,4.7
17063,37591,25222,25215,37.6,50437,7.9,71969,92.9,5
17065,6271,4111,3950,43.3,8061,14.4,47855,89.8,2.4
17067,14661,9320,9188,46.5,18508,12,51721,92.5,4.1
17069,3302,1926,2098,48.4,4024,21.9,39143,83.2,9.2
17071,5576,3480,3389,49.2,6869,11.7,47792,88.9,4.6
17073,38221,24622,24658,42.6,49280,11.5,55287,88.9,3.2
17075,22160,14458,13876,44.2,28334,13.3,47589,88.7,4.1
17077,48152,29368,29502,31,58870,23.4,34982,92.3,5.2
17079,7365,4726,4810,43.1,9536,10.7,51120,90.1,2.6
17081,29925,18636,19824,40.7,38460,15.8,45746,85.9,5.4
17083,17437,11266,10759,43.1,22025,11.2,57243,91.2,4.8
17085,17547,10871,10899,49.3,21770,9.9,54169,92,3
17087,10536,5577,7325,42.6,12902,14.4,48359,83.4,3.9
17089,391728,267327,264388,37,531715,10.5,73684,83.1,4.8
17091,84015,55949,54059,38.2,110008,14.2,54624,87.3,5.3
17093,88356,63004,61691,35,124695,4.6,91952,93.2,3.9
17095,40972,25204,25734,42.5,50938,17.1,43277,88,3.7
17097,528851,351695,351352,38.1,703047,8.7,83344,89.8,4.7
17099,86709,54742,55900,42.1,110642,13.3,56543,88.4,5.9
17101,13265,7169,9208,39.9,16377,18.6,44774,78.1,2.1
17103,27458,16146,18105,43.3,34251,13.3,55563,88.3,3.7
17105,28764,18098,18428,41.5,36526,14.3,54339,88.3,3.5
17107,23850,14539,14988,39.7,29527,13.7,53052,87.4,3.6
17109,25762,15653,15343,32,30996,20.2,44460,92.8,5.3
17111,232717,154106,152898,39.9,307004,7.3,81570,92.6,4.6
17113,134850,88584,83834,33.1,172418,12.6,64271,95.6,3.2
17115,82740,55378,51172,40.9,106550,17.3,47786,89.6,6.3
17117,36135,23244,22664,43.5,45908,13.3,52483,90,5.8
17119,207214,136052,129707,39.9,265759,13.3,56297,92.6,5.2
17121,29423,19533,18607,41.7,38140,15.8,45698,88.5,5.5
17123,9530,6008,5931,46.1,11939,9.8,54807,91.8,3.6
17125,10677,6820,6687,44.8,13507,15.1,46962,87.3,6
17127,11423,7647,7011,44.1,14658,20.6,42833,85,4
17129,9766,6416,6100,43.2,12516,9.7,62966,91.9,3.7
17131,12358,7885,7845,45.3,15730,10.2,56661,91.9,3.8
17133,26387,17214,16854,42.6,34068,4.8,83139,95.4,3.1
17135,23136,13765,15187,42.8,28952,16,46997,86,2.5
17137,27594,16977,17300,41.8,34277,15.7,48600,90.8,4.3
17139,11133,7575,7252,40.2,14827,10,57447,84.1,2.5
17141,39605,25798,25475,42.3,51273,10.2,58812,88.3,4.2
17143,140640,95186,89820,37.3,185006,15.2,52380,90.3,5.2
17145,17207,9700,11657,40.9,21357,15.6,48423,84.9,3.3
17147,12803,8359,8201,42.8,16560,6.8,65797,95.2,4.3
17149,12416,7886,8064,42.8,15950,16.4,41671,87.9,3.8
17151,3587,1973,2184,49.7,4157,18.2,42917,87.2,3.4
17153,4377,2912,2707,44,5619,21.1,35875,82.7,5.7
17155,4500,2746,2865,46.5,5611,8,65902,91.6,3.8
17157,26365,14494,18127,41.6,32621,13.7,50681,84.5,2.7
17159,12346,8060,7870,42.6,15930,14.4,46497,87.3,3.4
17161,112588,73384,71400,40.2,144784,15.6,50952,88.6,4.9
17163,200311,135876,126883,38.4,262759,15.4,50598,90.5,5
17165,19057,12321,11986,42.7,24307,20.4,40690,86.1,7
17167,152723,102552,94947,40,197499,13.8,55090,92.2,4.9
17169,5604,3267,3656,45.7,6923,12.1,49566,88.8,3.3
17171,3984,2584,2469,44.5,5053,11.5,52386,92.3,6.1
17173,17110,10955,10762,44.9,21717,11.7,51069,92.3,3.3
17175,4569,2908,2868,46.7,5776,11.5,56414,87.7,3.9
17177,35745,23491,22133,45.1,45624,15.4,45863,90.7,5.4
17179,103751,68117,66268,40.8,134385,8.8,60590,92.8,3.2
17181,13650,8654,8558,44.3,17212,17.4,45476,85.6,3.5
17183,59522,39235,38876,40.2,78111,20.2,45247,87.2,5.5
17185,8947,5766,5726,42.5,11492,13.5,50195,89.4,5.4
17187,13572,8823,8555,40.3,17378,13.6,48346,87.2,5.1
17189,11189,7062,7092,43.6,14154,9.3,58587,90.7,3.5
17191,12673,8268,8128,42.5,16396,13.9,45583,87.2,3.1
17193,11160,7296,6996,44.4,14292,16.2,44874,87.7,4.8
17195,43935,28553,27983,43.2,56536,11.9,51567,88.7,4.2
17197,512169,347094,342435,37.6,689529,7.2,81640,90.8,4.7
17199,52797,33765,33795,40.8,67560,15.9,48112,90.2,4.4
17201,218367,146114,139759,39.5,285873,15.6,50296,87.4,6.8
17203,29597,19701,19439,40.1,39140,6.6,73055,94,3.4
18001,24171,17718,17514,33.8,35232,15.2,51517,84.2,3.5
18003,274041,189460,180944,35.9,370404,15,51329,89.2,4.7
18005,61921,40620,40782,37.6,81402,11.7,59765,90.3,3.4
18007,6446,4338,4312,40,8650,11.5,47218,89.7,3
18009,9453,6163,5986,44,12149,12.8,42588,87,4.8
18011,47390,32593,32060,37.9,64653,7,80634,93.2,2.3
18013,12134,7510,7402,48.6,14912,10.9,56323,89.6,3.3
18015,15422,9999,9971,42.7,19970,10.3,55708,88,4.4
18017,28997,18916,19030,40.4,37946,12.5,46287,82.8,4.7
18019,89507,59350,56681,39,116031,10.5,51837,87.9,4
18021,20335,13335,12974,41.3,26309,14.2,50185,89.7,3.9
18023,23984,16359,16098,38.6,32457,13.7,53862,86.1,3.9
18025,8205,5203,5336,43.4,10539,17.2,46210,82.7,3.4
18027,23297,16444,16525,34.7,32969,14.2,49237,74.7,3.5
18029,38016,24756,24575,41.9,49331,8.2,63876,90.6,4.8
18031,20051,13391,13207,39.2,26598,11.5,51999,89.1,3.5
18033,32174,21473,21273,39.2,42746,9,52599,89.7,4.1
18035,93955,59789,55814,35.4,115603,21.6,41404,89.5,5.6
18037,32381,21369,21183,40.6,42552,6.6,62852,88,2
18039,146987,102978,100803,35.4,203781,13.2,54582,80.5,4.2
18041,18144,11790,11541,42.8,23331,17.8,44673,81.2,5.1
18043,59398,39660,37330,40,76990,10.3,58703,89.4,4.3
18045,12831,8263,8223,43.3,16486,13.2,43571,88,4.8
18047,17285,11304,11411,41.8,22715,10.7,57674,87.4,3.9
18049,15290,10120,10019,41.2,20139,12.5,46662,84.9,3.7
18051,25789,16917,16786,40.4,33703,10.8,54690,90.1,2.4
18053,53014,34934,32003,40.3,66937,20.3,40177,86.5,4.7
18055,25126,16085,16126,43.2,32211,16.1,46019,85.6,3.6
18057,228476,161871,154502,36.8,316373,4.8,92406,96,2.6
18059,56419,37416,36301,40.4,73717,7.3,70655,94.2,3.3
18061,30735,19865,19961,41.6,39826,10.2,57573,88.7,4.1
18063,119551,80414,80196,37.7,160610,5.8,78464,93.5,3.5
18065,38463,23313,25208,42.6,48521,16.2,45356,87.8,4.6
18067,63755,42535,40033,41.5,82568,14.8,49204,88.5,4.5
18069,28437,18475,17925,40.3,36400,11.1,50138,90.1,3.3
18071,33197,22061,21952,38.8,44013,13.1,51871,87.1,3.5
18073,25483,16782,16651,39.5,33433,9.4,56034,87,4
18075,15538,10622,10424,39,21046,13.9,46949,84.1,4.7
18077,25601,16783,15635,41,32418,13.4,51534,86.9,4.3
18079,21196,13800,13958,40.6,27758,12.7,50425,84.5,4.2
18081,114108,77053,74929,37.3,151982,7.6,67215,91.5,3.7
18083,29674,18632,19112,37.8,37744,17,43897,88.5,3.3
18085,59801,39862,39230,38,79092,10.4,56010,84.8,3.4
18087,26165,19402,19708,31.6,39110,10,60402,64.3,2.6
18089,368980,250719,235127,38.7,485846,16.6,53600,87.6,5.9
18091,86038,53357,56658,40.4,110015,15.7,52763,87.5,5.1
18093,35494,22937,22581,43,45518,13.7,47997,88.4,3.4
18095,101019,64844,64452,40.5,129296,17.5,45853,87.5,4.5
18097,706437,487834,453395,34.2,941229,18.9,45300,85.7,6.1
18099,34857,23377,23179,39.6,46556,12,53767,84.5,4.8
18101,7864,5024,5147,42.6,10171,12.4,51008,84.4,3.3
18103,28065,16679,19204,40.4,35883,15.7,47650,85.1,5
18105,122480,72986,72510,29,145496,23.8,44442,92.2,4.1
18107,29370,18876,19198,40.5,38074,11.3,51527,88.5,3.5
18109,53658,35200,34498,41.9,69698,10.5,60482,88.4,4.1
18111,10926,6830,7094,43.1,13924,12.2,51183,85.8,4.3
18113,35693,23779,23859,39,47638,11.4,52318,84.7,4.5
18115,4807,2953,2979,47.2,5932,10.1,54422,88.6,3.7
18117,14898,9725,9610,42.4,19335,16.3,41077,83.3,3.2
18119,16318,10372,10468,44.2,20840,13.8,46069,84.3,4
18121,13170,8835,7965,42,16800,16.3,47599,85.5,3.7
18123,15020,8909,10057,41.6,18966,14.9,48905,87,2.3
18125,9712,6174,6257,44.1,12431,11.4,49578,86.3,2.4
18127,130063,84912,82879,39.7,167791,7.8,67302,91.7,3.9
18129,19787,12799,12677,42.5,25476,8.7,61619,94.3,2.9
18131,9846,6200,6460,43.1,12660,11.5,47243,87.1,4.3
18133,30135,17749,19687,38.8,37436,12.6,50896,88.4,3.5
18135,19237,12759,12323,42.5,25082,15.4,46750,86.4,3.8
18137,22019,14672,14174,41.5,28846,12.2,55129,86.8,4.1
18139,12845,8491,8158,42.4,16649,13.9,50412,84.6,3.4
18141,204822,138220,130921,36.5,269141,16.2,48960,87.7,4.8
18143,18409,11995,11735,41.3,23730,15.8,47738,84.6,4
18145,34122,22357,21967,41.3,44324,12.3,53019,87.7,5.1
18147,15982,10231,10417,43.6,20648,9.1,58217,89.4,3.7
18149,17760,11497,11512,42,23009,16.1,46602,82.9,5.4
18151,27113,16730,17386,42.9,34116,10.7,54071,88.5,3.7
18153,16604,9502,11300,40.6,20802,14.2,46706,86.4,2.9
18155,7905,5144,5383,40.4,10527,17.2,45337,82.7,4
18157,148766,91917,96142,28,188059,17.6,51385,90.7,3.9
18159,11998,7593,7589,44.9,15182,8.5,60756,88.3,3.2
18161,5673,3632,3580,43.7,7212,12.8,46862,88.2,3.3
18163,142155,93757,87964,37.8,181721,17.4,46750,89.8,3.6
18165,12189,7857,7788,43.3,15645,13.3,51425,89,3.4
18167,85727,53031,54900,36.1,107931,17.8,43560,87.7,4.8
18169,25100,16322,15440,42.8,31762,11.5,51561,87.9,3.6
18171,6368,4105,4061,44.8,8166,9.1,55466,91,3.2
18173,47323,31666,30832,40.8,62498,7.5,65809,92.8,3
18175,21336,13920,13750,41.4,27670,14.3,48939,85.5,5.1
18177,51847,34361,32207,41.4,66568,17,42983,84.7,4.2
18179,21178,14102,13847,40.6,27949,9.7,56054,91.2,2.4
18181,18453,12083,11916,43.2,23999,10.9,47439,89.6,3.4
18183,25690,16754,16695,41.4,33449,9,54873,90.1,3.1
19001,5579,3591,3501,46.3,7092,10.7,53416,93.4,1.8
19003,2884,1848,1845,45.8,3693,12.3,46939,92.5,2
19005,10743,6800,7084,45.4,13884,13.2,49439,88.1,3.1
19007,9695,6308,6154,44.8,12462,18.7,39124,89.9,3.9
19009,4542,2899,2779,49,5678,11.1,49560,89.6,1.8
19011,19638,12917,12782,42.2,25699,7.8,63069,92.8,2.6
19013,104227,67741,65163,35,132904,16.1,50887,90.8,4.2
19015,20705,13136,13396,41.5,26532,9.2,60421,94.4,2.9
19017,19322,12573,12225,39.5,24798,6.7,65733,95.3,2.2
19019,15438,10561,10431,38.8,20992,10.1,57228,92.3,2.5
19021,15175,10066,10266,35.2,20332,12.1,52344,78.2,3.2
19023,11395,7417,7374,43.9,14791,9.8,54970,91.9,2.1
19025,7753,4749,5097,44.5,9846,12.4,50767,92.2,1.6
19027,15496,10432,10005,41.9,20437,8.8,56292,92.9,1.8
19029,10151,6648,6509,44.1,13157,12.8,47897,90.3,2.1
19031,14311,9289,9165,43.3,18454,6.6,63672,93.4,2.3
19033,34083,21981,21089,44,43070,11.7,53109,93.3,2.7
19035,9107,5755,5753,47.5,11508,10.9,53534,90.6,2.1
19037,9190,5965,6058,43.5,12023,10.9,49197,90.3,2.1
19039,6956,4647,4662,40.3,9309,11.6,47753,90.7,3.1
19041,12621,8285,8048,42,16333,9.1,53549,93.2,2.2
19043,13748,8746,8844,46.4,17590,9.9,53809,91,2.6
19045,36455,24088,23221,42.4,47309,13.5,49850,91.6,2.9
19047,12647,8221,8719,38.3,16940,14.1,51473,78.5,3.8
19049,60713,42906,41610,35.2,84516,4.9,82123,95.5,1.6
19051,6304,4448,4412,37.2,8860,12.9,49636,86.7,2.5
19053,6371,4034,4107,36.1,8141,20,36808,86.9,3.4
19055,13209,8636,8691,43.2,17327,9.5,56747,90.7,2.4
19057,30738,20299,19440,42.1,39739,16.1,48991,92.2,3.6
19059,13911,8643,8600,48.1,17243,7.8,58019,95.6,2.2
19061,74708,49076,47927,38.5,97003,10.5,59403,92.3,2.7
19063,7576,4802,4856,42.8,9658,10.9,48035,89.6,3.4
19065,15850,9977,10077,43.7,20054,12.8,52192,89.8,2.7
19067,12227,8041,7832,43.5,15873,12.9,49771,89,2.3
19069,7820,5033,5137,43.8,10170,11.6,52860,88.6,3.4
19071,5414,3485,3465,45.5,6950,11.6,53861,92.1,2.4
19073,6953,4571,4440,44.9,9011,11.2,48769,92.8,3.8
19075,9428,6244,6069,42.7,12313,6.3,64146,95.4,2.5
19077,8218,5305,5320,45.5,10625,9.9,55531,92.1,2.1
19079,11582,7600,7476,42.8,15076,9.3,58920,92.2,1.9
19081,8408,5387,5448,44.5,10835,8.8,57222,92.7,1.1
19083,13655,8643,8583,44.2,17226,11,50616,91.7,2.1
19085,10929,7113,7036,44,14149,10.9,55325,91,1.8
19087,15438,9627,10146,41.2,19773,12.4,50684,92,2.9
19089,7021,4664,4668,41.9,9332,9.8,49916,88.9,2.4
19091,7298,4781,4706,43.4,9487,10,54315,93.1,2.4
19093,5342,3488,3497,43.5,6985,10.2,53300,93.3,2.4
19095,12552,8225,8086,43,16311,7.2,57771,92.1,1.2
19097,15166,9759,9713,45,19472,13,49769,91.2,3
19099,28534,17898,18810,42.1,36708,10.1,53829,92.4,3.1
